"subject" "activitiName" "instrument" "acceleration" "magnitude" "jerk" "variable" "average"
9 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.360213732111349
9 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0740533652626984
9 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.458503772063492
9 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.25823081365
9 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.373251100952381
9 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.466100243928571
9 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.470507166071429
9 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.169126968744493
9 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.304770552219048
9 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.257919306713061
9 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.527350107993197
9 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.316808965204082
9 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.455075749285714
9 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.430100324387755
9 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.465210575
9 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.199614376156463
9 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.916590652517007
9 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.260727581428571
9 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.400222037142857
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.200055143400136
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.293704367114558
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0407938318982313
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.675379503401361
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.307403071441837
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.441340543316327
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.703500005612245
9 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.768216423163265
10 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.458176575882184
10 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.958036721356322
10 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.47049418301158
10 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.974467053045977
10 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.953814964396552
10 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.942303314568966
10 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.972397778362069
10 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.966467267068965
10 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" -0.20782968091954
10 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.961426246787356
10 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.956781819655172
10 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.940301654482759
10 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.478347958056149
10 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.963435144137931
10 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0660875125770115
10 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.972156973735632
10 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.937641820689655
10 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.930586240431034
10 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.965903835258621
10 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.960202903534483
10 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.45812031050929
10 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.954984978490741
10 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.479144049491481
10 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.986444396018519
10 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.958019105185185
10 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.94059077212963
10 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.986977519351852
10 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.984238298888889
10 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.317720332006173
10 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.958572293703704
10 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.96075719962963
10 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.939669591481481
10 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.495783123191358
10 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.978233821882716
10 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0610727827479012
10 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.991723655061728
10 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.959330888148148
10 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.962762266851852
10 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.992949508425926
10 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.991552648703704
10 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.4492677645
10 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.947024195265151
10 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.464995607849697
10 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.96249316875
10 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.946049537727273
10 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.941156390454545
10 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.958398754431818
10 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.952082089545455
10 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.315182341150758
10 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.975416622272727
10 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.951988907954545
10 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.937264537954545
10 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.474643560881288
10 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.948668729924242
10 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0667764626530303
10 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.965287865227273
10 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.933787001590909
10 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.921724180340909
10 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.968625871477273
10 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.964732612954545
10 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.0534145532443396
10 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.228090731807547
10 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.0779124775313522
10 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.179659870271918
10 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.110212327174528
10 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.278037170015094
10 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.0560530203000849
10 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" 0.0439085507540566
10 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.31139735754717
10 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.967804202075472
10 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.127400912069811
10 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.185602396067925
10 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.117374642133783
10 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.295927047201258
10 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0785854514836478
10 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.401608847924528
10 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.284537819990566
10 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.450892466320755
10 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.477714486226415
10 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.509351857830189
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" 0.0377552398359649
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" 0.0181988233953947
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.0111449508570175
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.0987540034039035
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.235479736381579
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.0476619606697368
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" 0.103839534947895
10 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" 0.0744519504710526
10 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.305687628361404
10 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.926118887192982
10 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.250843769394737
10 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.156998205421053
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.101141345591711
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.247433014420175
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0617851723587719
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.371924835482456
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.168097157023684
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.3340814775
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.443025398026316
10 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.519547137763158
10 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.057521680064539
10 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.083139972795461
10 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.153523508870922
10 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.347638720737376
10 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.0967645255251064
10 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.286487507447617
10 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.207795594914894
10 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.280187620859574
10 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.299348923258702
10 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.920333776028369
10 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.0266623294757447
10 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.211537480214383
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.108549326133688
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.19354324851383
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0769831884095745
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.504721733617021
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.110757152231915
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.140016025654468
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.562022983404255
10 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.644781458723404
11 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.462439254380702
11 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.976477492836257
11 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.474445231862953
11 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.980676781959064
11 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.977307592368421
11 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.97446476254386
11 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.980135701491228
11 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.975815695
11 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.306935366654971
11 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.984841262807018
11 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.980621180175439
11 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.972891829473684
11 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.471496253627719
11 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.975241013596491
11 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0700774645906433
11 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.986373208830409
11 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.959808554298246
11 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.954781118157895
11 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.988310042719298
11 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.98402297245614
11 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.456668221700629
11 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.957315037484277
11 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.474185554649528
11 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.977487073522013
11 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.957518386415094
11 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.946551906226415
11 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.977335483301887
11 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.973400430471698
11 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.424737266674214
11 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.969841174654088
11 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.961970763773585
11 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.944581826415094
11 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.493591723176101
11 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.975231410440252
11 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0615543997660377
11 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.986690794402516
11 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.960842211603774
11 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.96033786509434
11 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.988387501886792
11 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.985931946981132
11 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.466391844173759
11 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.981762332269504
11 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.47874271844617
11 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.987844535106383
11 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.983554625106383
11 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.980904669255319
11 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.988939486276596
11 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.988437595851064
11 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.303526751560284
11 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.988336826808511
11 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.984853836595745
11 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.98030536893617
11 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.496315334723404
11 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.985460102482269
11 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0638639484042553
11 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.990975084468085
11 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.981277265638298
11 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.977254574148936
11 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.993204601702128
11 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.992428317553191
11 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.157817746691073
11 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.343180665540396
11 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.217547752412994
11 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.450379226692938
11 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.373418767288136
11 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.536095953559322
11 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.398724668135593
11 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.410294050169491
11 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.289491932096045
11 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.969398084011299
11 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.288323472033898
11 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.487735915084746
11 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.255830498355383
11 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.517586418870057
11 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0591684732016949
11 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.610230031864407
11 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.516012151186441
11 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.579054110508475
11 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.691323581525424
11 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.763622740423729
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.0258257515917029
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0422000345789855
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.122624063101449
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.279606102135507
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.10825420746087
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.0431743475586957
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.147830568280435
11 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.150339488565217
11 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.291265382934783
11 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.935540958115942
11 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.126227657258696
11 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.0507743652521739
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.202385404183696
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.410835176919203
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0371412552768116
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.566509139855072
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.327026734586957
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.359954627720652
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.633817644130435
11 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.695990128913043
11 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.172512222015741
11 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.157713350071914
11 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.274697657426482
11 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.560969419567901
11 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.234327825583333
11 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.332810013518519
11 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.492758101481481
11 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.502094634351852
11 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.231894325944444
11 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.928252369938272
11 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.132594623759259
11 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.289592148148148
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.300433371371914
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.479927207713272
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0608613865984568
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.749021387098765
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.402573998472222
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.379566622592593
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.776650463796296
11 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.811777879259259
12 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.454634390785778
12 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.951158841472222
12 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.468385607885644
